p
http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.w3.org/2000/01/rdf-schema#label
https://ilmanifesto.it/mema/ontology#author_of
https://ilmanifesto.it/mema/ontology#authored_by
https://ilmanifesto.it/mema/ontology#category_link
https://ilmanifesto.it/mema/ontology#edition_date
https://ilmanifesto.it/mema/ontology#excerpt
https://ilmanifesto.it/mema/ontology#has_category
https://ilmanifesto.it/mema/ontology#published_day
https://ilmanifesto.it/mema/ontology#title
https://ilmanifesto.it/mema/ontology#wp_slug
https://ilmanifesto.it/mema/ontology#has_picture
https://ilmanifesto.it/mema/ontology#has_tag
https://ilmanifesto.it/mema/ontology#kicker
https://ilmanifesto.it/mema/ontology#has_topic
https://ilmanifesto.it/mema/ontology#topic_link
https://ilmanifesto.it/mema/ontology#mentions
https://ilmanifesto.it/mema/ontology#wpid
https://ilmanifesto.it/mema/ontology#article_publication
https://ilmanifesto.it/mema/ontology#histid
https://ilmanifesto.it/mema/ontology#pagenum
https://ilmanifesto.it/mema/ontology#directus_id
https://ilmanifesto.it/mema/ontology#tag_of
https://ilmanifesto.it/mema/ontology#category_of
https://ilmanifesto.it/mema/ontology#imgcaption
https://ilmanifesto.it/mema/ontology#imgurl
https://ilmanifesto.it/mema/ontology#picture_of
https://ilmanifesto.it/mema/ontology#copyright
https://ilmanifesto.it/mema/ontology#topic_of
https://ilmanifesto.it/mema/ontology#mentioned_in
https://ilmanifesto.it/mema/ontology#dbpedia_ref
